Date,VIX Close,Vxn Close
9/18/2007,20.35,23.28
9/19/2007,20.03,22.51
9/20/2007,20.45,21.97
9/21/2007,19,20.71
9/24/2007,19.37,20.83
9/25/2007,18.6,20.8
9/26/2007,17.63,20.59
9/27/2007,17,20.59
9/28/2007,18,21.01
10/1/2007,17.84,21.09
10/2/2007,18.49,21.26
10/3/2007,18.8,21.55
10/4/2007,18.44,21.46
10/5/2007,16.91,19.77
10/8/2007,17.46,20.25
10/9/2007,16.12,19.42
10/10/2007,16.67,19.73
10/11/2007,18.88,22.42
10/12/2007,17.73,21.2
10/15/2007,19.25,23.46
10/16/2007,20.02,23.56
10/17/2007,18.54,22.02
10/18/2007,18.5,22.14
10/19/2007,22.96,25.94
10/22/2007,21.64,25.26
10/23/2007,20.41,24.13
10/24/2007,20.8,24.8
10/25/2007,21.17,25.77
10/26/2007,19.56,25.01
10/29/2007,19.87,25.83
10/30/2007,21.07,26.36
10/31/2007,18.53,23.11
11/1/2007,23.21,26.26
11/2/2007,23.01,24.83
11/5/2007,24.31,26.1
11/6/2007,21.39,23.91
11/7/2007,26.49,27.14
11/8/2007,26.16,29.61
11/9/2007,28.5,32.52
11/12/2007,31.09,34.94
11/13/2007,24.1,29.71
11/14/2007,25.94,31.32
11/15/2007,28.06,32.91
11/16/2007,25.49,28.79
11/19/2007,26.01,30.11
11/20/2007,24.88,29.89
11/21/2007,26.84,30.55
11/23/2007,25.61,30.49
11/26/2007,28.91,33.43
11/27/2007,26.28,30.76
11/28/2007,24.11,28.83
11/29/2007,23.97,28.27
11/30/2007,22.87,28.65
12/3/2007,23.61,29.63
12/4/2007,23.79,28.85
12/5/2007,22.53,26.91
12/6/2007,20.96,24.89
12/7/2007,20.85,23.75
12/10/2007,20.74,24.39
12/11/2007,23.59,26.46
12/12/2007,22.47,25.97
12/13/2007,22.56,25.52
12/14/2007,23.27,25.91
12/17/2007,24.52,27.89
12/18/2007,22.64,26.79
12/19/2007,21.68,24.88
12/20/2007,20.58,23.15
12/21/2007,18.47,20.9
12/24/2007,18.6,21.42
12/26/2007,18.66,21.32
12/27/2007,20.26,22.46
12/28/2007,20.74,23.63
12/31/2007,22.5,25.9
1/2/2008,23.17,27.14
1/3/2008,22.49,26.59
1/4/2008,23.94,28.62
1/7/2008,23.79,29.39
1/8/2008,25.43,30.77
1/9/2008,24.12,28.18
1/10/2008,23.45,27.78
1/11/2008,23.68,28.82
1/14/2008,22.9,28.08
1/15/2008,23.34,27.48
1/16/2008,24.38,28.87
1/17/2008,28.46,31.16
1/18/2008,27.18,30.23
1/22/2008,31.01,35.63
1/23/2008,29.02,34.02
1/24/2008,27.78,32.22
1/25/2008,29.08,33.81
1/28/2008,27.78,32.56
1/29/2008,27.32,32.85
1/30/2008,27.62,31.8
1/31/2008,26.2,31.08
2/1/2008,24.02,28.25
2/4/2008,25.99,30.46
2/5/2008,28.24,32.44
2/6/2008,28.97,32.68
2/7/2008,27.66,31.56
2/8/2008,28.01,30.08
2/11/2008,27.6,29.09
2/12/2008,26.33,28.22
2/13/2008,24.88,25.35
2/14/2008,25.54,26.52
2/15/2008,25.02,26.69
2/19/2008,25.59,27.99
2/20/2008,24.4,27.09
2/21/2008,25.12,26.92
2/22/2008,24.06,26.3
2/25/2008,23.03,26.67
2/26/2008,21.9,25.95
2/27/2008,22.69,25.06
2/28/2008,23.53,26.6
2/29/2008,26.54,28.44
3/3/2008,26.28,29.47
3/4/2008,25.52,28.26
3/5/2008,24.6,27.52
3/6/2008,27.55,29.99
3/7/2008,27.49,29.25
3/10/2008,29.38,31.38
3/11/2008,26.36,28.56
3/12/2008,27.22,30.05
3/13/2008,27.29,29.86
3/14/2008,31.16,32.01
3/17/2008,32.24,32.99
3/18/2008,25.79,28.45
3/19/2008,29.84,31.28
3/20/2008,26.62,29.05
3/24/2008,25.73,28.69
3/25/2008,25.72,29.07
3/26/2008,26.08,29.75
3/27/2008,25.88,29.55
3/28/2008,25.71,28.87
3/31/2008,25.61,29.04
4/1/2008,22.68,26.56
4/2/2008,23.43,27.27
4/3/2008,23.21,26.93
4/4/2008,22.45,25.6
4/7/2008,22.42,26.19
4/8/2008,22.36,26.03
4/9/2008,22.81,26.61
4/10/2008,21.98,25.77
4/11/2008,23.46,27.54
4/14/2008,23.82,28.28
4/15/2008,22.78,27.46
4/16/2008,20.53,25.55
4/17/2008,20.37,24.2
4/18/2008,20.13,23.58
4/21/2008,20.5,24.09
4/22/2008,20.87,24.54
4/23/2008,20.26,25.06
4/24/2008,20.06,23.72
4/25/2008,19.59,23.34
4/28/2008,19.64,23.65
4/29/2008,20.24,23.87
4/30/2008,20.79,24.41
5/1/2008,18.88,22.72
5/2/2008,18.18,21.39
5/5/2008,18.9,22.43
5/6/2008,18.21,21.88
5/7/2008,19.73,23.51
5/8/2008,19.4,23.18
5/9/2008,19.41,23.48
5/12/2008,17.79,22.46
5/13/2008,17.98,21.5
5/14/2008,17.66,21.47
5/15/2008,16.3,20.13
5/16/2008,16.47,20
5/19/2008,17.01,21.09
5/20/2008,17.58,21.37
5/21/2008,18.59,22.96
5/22/2008,18.05,22.49
5/23/2008,19.55,23.36
5/27/2008,19.64,22.99
5/28/2008,19.07,22.24
5/29/2008,18.14,21.28
5/30/2008,17.83,20.85
6/2/2008,19.83,22.88
6/3/2008,20.24,23.89
6/4/2008,20.8,24.01
6/5/2008,18.63,22.85
6/6/2008,23.56,26.04
6/9/2008,23.12,26.7
6/10/2008,23.18,26.58
6/11/2008,24.12,27.32
6/12/2008,23.33,27.4
6/13/2008,21.22,25.3
6/16/2008,20.95,25.02
6/17/2008,21.13,24.7
6/18/2008,22.24,25.8
6/19/2008,21.58,24.8
6/20/2008,22.87,26.75
6/23/2008,22.64,27.53
6/24/2008,22.42,28.14
6/25/2008,21.14,26.39
6/26/2008,23.93,29.06
6/27/2008,23.44,28.67
6/30/2008,23.95,29.76
7/1/2008,23.65,28.73
7/2/2008,25.92,30.92
7/3/2008,24.78,29.85
7/7/2008,25.78,30.38
7/8/2008,23.15,28.43
7/9/2008,25.23,30.27
7/10/2008,25.59,30.45
7/11/2008,27.49,31.67
7/14/2008,28.48,33.2
7/15/2008,28.54,33.01
7/16/2008,25.1,30.13
7/17/2008,25.01,29.87
7/18/2008,24.05,30.49
7/21/2008,23.05,29.69
7/22/2008,21.18,27.09
7/23/2008,21.31,27.44
7/24/2008,23.44,27.83
7/25/2008,22.91,26.63
7/28/2008,24.23,27.74
7/29/2008,22.03,26.15
7/30/2008,21.21,25.54
7/31/2008,22.94,26.24
8/1/2008,22.57,25.97
8/4/2008,23.49,27.56
8/5/2008,21.14,25.65
8/6/2008,20.23,24.35
8/7/2008,21.15,24.75
8/8/2008,20.66,24.24
8/11/2008,20.12,24.19
8/12/2008,21.17,24.51
8/13/2008,21.55,24.57
8/14/2008,20.34,22.6
8/15/2008,19.58,22.52
8/18/2008,20.98,23.59
8/19/2008,21.28,24.21
8/20/2008,20.42,23.53
8/21/2008,19.82,23.15
8/22/2008,18.81,22.38
8/25/2008,20.97,24.28
8/26/2008,20.49,24.03
8/27/2008,19.76,23.34
8/28/2008,19.43,23.15
8/29/2008,20.65,24.02
9/2/2008,21.99,26.15
9/3/2008,21.43,25.74
9/4/2008,24.03,27.56
9/5/2008,23.06,26.66
9/8/2008,22.64,27.42
9/9/2008,25.47,28.63
9/10/2008,24.52,27.76
9/11/2008,24.39,27.31
9/12/2008,25.66,28.21
9/15/2008,31.7,32.13
9/16/2008,30.3,31
9/17/2008,36.22,35.88
9/18/2008,33.1,32.82
9/19/2008,32.07,34.26
9/22/2008,33.85,35.46
9/23/2008,35.72,36.52
9/24/2008,35.19,36.4
9/25/2008,32.82,34.86
9/26/2008,34.74,36.85
9/29/2008,46.72,49.56
9/30/2008,39.39,42.58
10/1/2008,39.81,42.92
10/2/2008,45.26,49.53
10/3/2008,45.14,49.76
10/6/2008,52.05,55.36
10/7/2008,53.68,58.51
10/8/2008,57.53,63.27
10/9/2008,63.92,69.66
10/10/2008,69.95,71.58
10/13/2008,54.99,60.27
10/14/2008,55.13,62.77
10/15/2008,69.25,72.93
10/16/2008,67.61,72.39
10/17/2008,70.33,71.26
10/20/2008,52.97,59.65
10/21/2008,53.11,60.07
10/22/2008,69.65,70.92
10/23/2008,67.8,69.84
10/24/2008,79.13,78.82
10/27/2008,80.06,79.16
10/28/2008,66.96,66.2
10/29/2008,69.96,69.13
10/30/2008,62.9,63.19
10/31/2008,59.89,60.3
11/3/2008,53.68,56.22
11/4/2008,47.73,51.25
11/5/2008,54.56,55.43
11/6/2008,63.68,62.7
11/7/2008,56.1,55.14
11/10/2008,59.98,58.44
11/11/2008,61.44,60.83
11/12/2008,66.46,64.64
11/13/2008,59.83,58.03
11/14/2008,66.31,66.05
11/17/2008,69.15,68.6
11/18/2008,67.64,68.31
11/19/2008,74.26,74.66
11/20/2008,80.86,80.64
11/21/2008,72.67,71.2
11/24/2008,64.7,62.92
11/25/2008,60.9,59.71
11/26/2008,54.92,55.26
11/28/2008,55.28,56.05
12/1/2008,68.51,66.35
12/2/2008,62.98,62.48
12/3/2008,60.72,61.74
12/4/2008,63.64,62.59
12/5/2008,59.93,58.96
12/8/2008,58.49,57.17
12/9/2008,58.91,56.59
12/10/2008,55.73,53.82
12/11/2008,55.78,52.06
12/12/2008,54.28,51.91
12/15/2008,56.76,54.71
12/16/2008,52.37,50.22
12/17/2008,49.84,48.04
12/18/2008,47.34,46.03
12/19/2008,44.93,43.5
12/22/2008,44.56,41.91
12/23/2008,45.02,43.29
12/24/2008,44.21,43.4
12/26/2008,43.38,43.15
12/29/2008,43.9,43.69
12/30/2008,41.63,41.67
12/31/2008,40,40.79
1/2/2009,39.19,39.11
1/5/2009,39.08,39.07
1/6/2009,38.56,39.71
1/7/2009,43.39,43.52
1/8/2009,42.56,43.23
1/9/2009,42.82,43.84
1/12/2009,45.84,44.46
1/13/2009,43.27,43.11
1/14/2009,49.14,47.8
1/15/2009,51,48.33
1/16/2009,46.11,44.19
1/20/2009,56.65,54.45
1/21/2009,46.42,47.35
1/22/2009,47.29,45.83
1/23/2009,47.27,46.6
1/26/2009,45.69,45
1/27/2009,42.25,43.1
1/28/2009,39.66,39.17
1/29/2009,42.63,42.58
1/30/2009,44.84,44.93
2/2/2009,45.52,46.47
2/3/2009,43.06,42.88
2/4/2009,43.85,42.82
2/5/2009,43.73,43.3
2/6/2009,43.37,41.95
2/9/2009,43.64,43.51
2/10/2009,46.67,45.86
2/11/2009,44.53,44.58
2/12/2009,41.25,41.99
2/13/2009,42.93,43.11
2/17/2009,48.66,47.5
2/18/2009,48.46,46.68
2/19/2009,47.08,45.2
2/20/2009,49.3,47.18
2/23/2009,52.62,50.06
2/24/2009,45.49,44.05
2/25/2009,44.67,43.95
2/26/2009,44.66,43.87
2/27/2009,46.35,45.28
3/2/2009,52.65,50.92
3/3/2009,50.93,49.36
3/4/2009,47.56,45.66
3/5/2009,50.17,48.08
3/6/2009,49.33,47.99
3/9/2009,49.68,48.76
3/10/2009,44.37,43.83
3/11/2009,43.61,42.81
3/12/2009,41.18,40.77
3/13/2009,42.36,41.25
3/16/2009,43.74,43.54
3/17/2009,40.8,40.36
3/18/2009,40.06,39.8
3/19/2009,43.68,42.46
3/20/2009,45.89,44.66
3/23/2009,43.23,42.01
3/24/2009,42.93,42.17
3/25/2009,42.25,41.35
3/26/2009,40.36,40.58
3/27/2009,41.04,41.45
3/30/2009,45.54,44.87
3/31/2009,44.14,44.2
4/1/2009,42.28,42.48
4/2/2009,42.04,42.29
4/3/2009,39.7,40.6
4/6/2009,40.93,41.56
4/7/2009,40.39,41.07
4/8/2009,38.85,40.5
4/9/2009,36.53,38.23
4/13/2009,37.81,39.34
4/14/2009,37.67,39.43
4/15/2009,36.17,38.31
4/16/2009,35.79,36.8
4/17/2009,33.94,35.29
4/20/2009,39.18,39.71
4/21/2009,37.14,38.44
4/22/2009,38.1,39.24
4/23/2009,37.15,37.95
4/24/2009,36.82,36.8
4/27/2009,38.32,38.79
4/28/2009,37.95,38.53
4/29/2009,36.08,36.96
4/30/2009,36.5,36.64
5/1/2009,35.3,35.05
5/4/2009,34.53,35.05
5/5/2009,33.36,33.42
5/6/2009,32.45,33.28
5/7/2009,33.44,34.47
5/8/2009,32.05,33.67
5/11/2009,32.87,34.29
5/12/2009,31.8,33.09
5/13/2009,33.65,34.98
5/14/2009,31.37,32.64
5/15/2009,33.12,33.14
5/18/2009,30.24,30.22
5/19/2009,28.8,29.56
5/20/2009,29.03,29.9
5/21/2009,31.35,31.2
5/22/2009,32.63,31.87
5/26/2009,30.62,31.23
5/27/2009,32.36,32.16
5/28/2009,31.67,31.52
5/29/2009,28.92,29.44
6/1/2009,30.04,30.72
6/2/2009,29.63,30.61
6/3/2009,31.02,31.45
6/4/2009,30.18,31.06
6/5/2009,29.62,30.71
6/8/2009,29.77,31.18
6/9/2009,28.27,29.69
6/10/2009,28.46,29.77
6/11/2009,28.11,29.73
6/12/2009,28.15,29.21
6/15/2009,30.81,32.54
6/16/2009,32.68,32.32
6/17/2009,31.54,31.47
6/18/2009,30.03,30.03
6/19/2009,27.99,28.3
6/22/2009,31.17,31.41
6/23/2009,30.58,30.69
6/24/2009,29.05,29.03
6/25/2009,26.36,27.25
6/26/2009,25.93,26.53
6/29/2009,25.35,26.47
6/30/2009,26.35,26.69
7/1/2009,26.22,26.86
7/2/2009,27.95,28.07
7/6/2009,29,29.25
7/7/2009,30.85,31.2
7/8/2009,31.3,31.07
7/9/2009,29.78,30
7/10/2009,29.02,29.33
7/13/2009,26.31,26.61
7/14/2009,25.02,26.03
7/15/2009,25.89,25.28
7/16/2009,25.42,24.8
7/17/2009,24.34,24.28
7/20/2009,24.4,24.79
7/21/2009,23.87,24.68
7/22/2009,23.47,24.99
7/23/2009,23.43,25.87
7/24/2009,23.09,24.67
7/27/2009,24.28,25.65
7/28/2009,25.01,25.35
7/29/2009,25.61,26.22
7/30/2009,25.4,26.63
7/31/2009,25.92,26.16
8/3/2009,25.56,26.28
8/4/2009,24.89,25.17
8/5/2009,24.9,25.5
8/6/2009,25.67,26.36
8/7/2009,24.76,25.02
8/10/2009,24.99,25.66
8/11/2009,25.99,26.11
8/12/2009,25.45,25.68
8/13/2009,24.71,25.09
8/14/2009,24.27,25.24
8/17/2009,27.89,27.59
8/18/2009,26.18,26.18
8/19/2009,26.26,26.21
8/20/2009,25.09,24.97
8/21/2009,25.01,24.69
8/24/2009,25.14,25.27
8/25/2009,24.92,25.13
8/26/2009,24.95,25.6
8/27/2009,24.68,25.01
8/28/2009,24.76,24.93
8/31/2009,26.01,27.17
9/1/2009,29.15,29.31
9/2/2009,28.9,29.38
9/3/2009,27.1,28.1
9/4/2009,25.26,25.85
9/8/2009,25.62,26.43
9/9/2009,24.32,25.77
9/10/2009,23.55,24.83
9/11/2009,24.15,25.29
9/14/2009,23.86,24.93
9/15/2009,23.42,24.61
9/16/2009,23.69,24.02
9/17/2009,23.65,24.26
9/18/2009,23.92,24.69
9/21/2009,24.06,24.92
9/22/2009,23.08,24.08
9/23/2009,23.49,24.47
9/24/2009,24.95,25.9
9/25/2009,25.61,25.77
9/28/2009,24.88,26.21
9/29/2009,25.19,26.11
9/30/2009,25.61,26.5
10/1/2009,28.27,28.95
10/2/2009,28.68,29.02
10/5/2009,26.84,28.23
10/6/2009,25.7,26.87
10/7/2009,24.68,25.88
10/8/2009,24.18,25.68
10/9/2009,23.12,24.18
10/12/2009,23.01,23.78
10/13/2009,22.99,23.84
10/14/2009,22.86,23.51
10/15/2009,21.72,22.51
10/16/2009,21.43,22.22
10/19/2009,21.49,22.11
10/20/2009,20.9,21.62
10/21/2009,22.22,23.14
10/22/2009,20.69,21.58
10/23/2009,22.27,22.62
10/26/2009,24.31,24.52
10/27/2009,24.83,25.4
10/28/2009,27.91,28.27
10/29/2009,24.76,25.4
10/30/2009,30.69,29.81
11/2/2009,29.78,29.88
11/3/2009,28.81,28.88
11/4/2009,27.72,27.89
11/5/2009,25.43,25.84
11/6/2009,24.19,24.6
11/9/2009,23.15,23.55
11/10/2009,22.84,23.39
11/11/2009,23.04,23.06
11/12/2009,24.24,24.05
11/13/2009,23.36,22.92
11/16/2009,22.89,23.13
11/17/2009,22.41,22.14
11/18/2009,21.63,22.03
11/19/2009,22.63,23.3
11/20/2009,22.19,22.49
11/23/2009,21.16,22.03
11/24/2009,20.47,21.5
11/25/2009,20.48,21.32
11/27/2009,24.74,25.4
11/30/2009,24.51,24.73
12/1/2009,21.92,23.28
12/2/2009,21.12,22.58
12/3/2009,22.46,24
12/4/2009,21.25,23.1
12/7/2009,22.1,23.69
12/8/2009,23.69,24.8
12/9/2009,22.66,23.28
12/10/2009,22.32,23.13
12/11/2009,21.59,22.38
12/14/2009,21.15,22.03
12/15/2009,21.49,22.46
12/16/2009,20.54,21.95
12/17/2009,22.51,22.84
12/18/2009,21.68,21.78
12/21/2009,20.49,20.82
12/22/2009,19.54,19.7
12/23/2009,19.71,19.67
12/24/2009,19.47,19.47
12/28/2009,19.93,20.45
12/29/2009,20.01,20.43
12/30/2009,19.96,20.52
12/31/2009,21.68,21.65
1/4/2010,20.04,21.2
1/5/2010,19.35,20.5
1/6/2010,19.16,20.21
1/7/2010,19.06,19.99
1/8/2010,18.13,18.92
1/11/2010,17.55,18.47
1/12/2010,18.25,19.29
1/13/2010,17.85,18.4
1/14/2010,17.63,18.2
1/15/2010,17.91,18.73
1/19/2010,17.58,18.74
1/20/2010,18.68,20.01
1/21/2010,22.27,23.19
1/22/2010,27.31,28.37
1/25/2010,25.41,27.04
1/26/2010,24.55,25.47
1/27/2010,23.14,24.21
1/28/2010,23.73,24.91
1/29/2010,24.62,25.8
2/1/2010,22.59,24.33
2/2/2010,21.48,23.01
2/3/2010,21.6,22.34
2/4/2010,26.08,25.99
2/5/2010,26.11,25.96
2/8/2010,26.51,26.92
2/9/2010,26,25.58
2/10/2010,25.4,25.23
2/11/2010,23.96,23.43
2/12/2010,22.73,22.97
2/16/2010,22.25,21.92
2/17/2010,21.72,21.4
2/18/2010,20.63,20.65
2/19/2010,20.02,20.81
2/22/2010,19.94,20.43
2/23/2010,21.37,21.55
2/24/2010,20.27,20.63
2/25/2010,20.1,20.52
2/26/2010,19.5,19.78
3/1/2010,19.26,19.59
3/2/2010,19.06,19.51
3/3/2010,18.83,19.35
3/4/2010,18.72,19.1
3/5/2010,17.42,17.92
3/8/2010,17.79,18.67
3/9/2010,17.92,18.76
3/10/2010,18.57,19.08
3/11/2010,18.06,19.09
3/12/2010,17.58,19.14
3/15/2010,18,19.05
3/16/2010,17.69,18.31
3/17/2010,16.91,17.56
3/18/2010,16.62,17.24
3/19/2010,16.97,17.87
3/22/2010,16.87,18.03
3/23/2010,16.35,17.43
3/24/2010,17.55,18.01
3/25/2010,18.4,18.82
3/26/2010,17.77,18.67
3/29/2010,17.59,18.6
3/30/2010,17.13,18.23
3/31/2010,17.59,18.32
4/1/2010,17.47,18.76
4/5/2010,17.02,18.52
4/6/2010,16.23,17.83
4/7/2010,16.62,17.7
4/8/2010,16.48,17.29
4/9/2010,16.14,16.54
4/12/2010,15.58,16.37
4/13/2010,16.2,15.97
4/14/2010,15.59,16.02
4/15/2010,15.89,16.54
4/16/2010,18.36,17.78
4/19/2010,17.34,17.89
4/20/2010,15.73,16.43
4/21/2010,16.32,16.3
4/22/2010,16.47,16.83
4/23/2010,16.62,16.6
4/26/2010,17.47,17.81
4/27/2010,22.81,21.3
4/28/2010,21.08,20.51
4/29/2010,18.44,18.96
4/30/2010,22.05,22.06
5/3/2010,20.19,21.16
5/4/2010,23.84,26.09
5/5/2010,24.91,26.32
5/6/2010,32.8,31.25
5/7/2010,40.95,41.52
5/10/2010,28.84,30.36
5/11/2010,28.32,29.59
5/12/2010,25.52,27
5/13/2010,26.68,28.05
5/14/2010,31.24,31.55
5/17/2010,30.84,31.78
5/18/2010,33.55,35.48
5/19/2010,35.32,37.79
5/20/2010,45.79,46.63
5/21/2010,40.1,42.81
5/24/2010,38.32,39.84
5/25/2010,34.61,36.28
5/26/2010,35.02,36.32
5/27/2010,29.68,30.3
5/28/2010,32.07,31.61
6/1/2010,35.54,36.23
6/2/2010,30.17,31
6/3/2010,29.46,29.38
6/4/2010,35.48,34.16
6/7/2010,36.57,37.29
6/8/2010,33.7,35.22
6/9/2010,33.73,34.82
6/10/2010,30.57,31.3
6/11/2010,28.79,28.8
6/14/2010,28.58,28.94
6/15/2010,25.87,26.37
6/16/2010,25.92,25.92
6/17/2010,25.05,25.15
6/18/2010,23.95,24.15
6/21/2010,24.88,25.57
6/22/2010,27.05,26.83
6/23/2010,26.91,26.57
6/24/2010,29.74,29.09
6/25/2010,28.53,28.58
6/28/2010,29,29.37
6/29/2010,34.13,35.02
6/30/2010,34.54,35.14
7/1/2010,32.86,34.56
7/2/2010,30.12,32.19
7/6/2010,29.65,31.65
7/7/2010,26.84,28.06
7/8/2010,25.71,27.05
7/9/2010,24.98,25.99
7/12/2010,24.43,25.5
7/13/2010,24.56,25.37
7/14/2010,24.89,25.96
7/15/2010,25.14,26.57
7/16/2010,26.25,26.87
7/19/2010,25.97,27.25
7/20/2010,23.93,25.21
7/21/2010,25.64,26.7
7/22/2010,24.63,25.22
7/23/2010,23.47,24.16
7/26/2010,22.73,24.11
7/27/2010,23.19,24.33
7/28/2010,24.25,25.03
7/29/2010,24.13,25.18
7/30/2010,23.5,24.52
8/2/2010,22.01,23.48
8/3/2010,22.63,23.61
8/4/2010,22.21,23.22
8/5/2010,22.1,23.27
8/6/2010,21.74,22.84
8/9/2010,22.14,22.97
8/10/2010,22.37,23.56
8/11/2010,25.39,26.9
8/12/2010,25.73,27.63
8/13/2010,26.24,28.07
8/16/2010,26.1,27.08
8/17/2010,24.33,25.92
8/18/2010,24.59,25.98
8/19/2010,26.44,26.9
8/20/2010,25.49,25.76
8/23/2010,25.66,26.49
8/24/2010,27.46,28.47
8/25/2010,26.7,27.77
8/26/2010,27.37,28.88
8/27/2010,24.45,26.31
8/30/2010,27.21,27.89
8/31/2010,26.05,27.45
9/1/2010,23.89,24.93
9/2/2010,23.19,23.93
9/3/2010,21.31,21.95
9/7/2010,23.8,23.99
9/8/2010,23.25,23.53
9/9/2010,22.81,23.29
9/10/2010,21.99,22.98
9/13/2010,21.21,22.32
9/14/2010,21.56,21.63
9/15/2010,22.1,22.15
9/16/2010,21.72,21.81
9/17/2010,22.01,22.26
9/20/2010,21.5,22.43
9/21/2010,22.35,23.26
9/22/2010,22.51,23.63
9/23/2010,23.87,24.26
9/24/2010,21.71,22.72
9/27/2010,22.54,23.64
9/28/2010,22.6,23.86
9/29/2010,23.25,24.48
9/30/2010,23.7,24.96
10/1/2010,22.5,23.98
10/4/2010,23.53,25.16
10/5/2010,21.76,23.43
10/6/2010,21.49,23.53
10/7/2010,21.56,23.06
10/8/2010,20.71,21.98
10/11/2010,18.96,20.4
10/12/2010,18.93,20.54
10/13/2010,19.07,20.47
10/14/2010,19.88,20.63
10/15/2010,19.03,20.44
10/18/2010,19.09,21.25
10/19/2010,20.63,21.91
10/20/2010,19.79,21.65
10/21/2010,19.27,21.18
10/22/2010,18.78,20.42
10/25/2010,19.85,21.48
10/26/2010,20.22,21.81
10/27/2010,20.71,21.57
10/28/2010,20.88,21.65
10/29/2010,21.2,22.24
11/1/2010,21.83,22.92
11/2/2010,21.57,22.88
11/3/2010,19.56,20.41
11/4/2010,18.52,19.54
11/5/2010,18.26,18.67
11/8/2010,18.29,18.7
11/9/2010,19.08,18.99
11/10/2010,18.47,19.46
11/11/2010,18.64,19.37
11/12/2010,20.61,22.55
11/15/2010,20.2,21.69
11/16/2010,22.58,23.73
11/17/2010,21.76,23.25
11/18/2010,18.75,20.26
11/19/2010,18.04,19.78
11/22/2010,18.37,19.73
11/23/2010,20.63,21.77
11/24/2010,19.56,20.85
11/26/2010,22.22,20.84
11/29/2010,21.53,23.28
11/30/2010,23.54,25.39
12/1/2010,21.36,23.09
12/2/2010,19.39,21.42
12/3/2010,18.01,19.77
12/6/2010,18.02,19.91
12/7/2010,17.99,20.16
12/8/2010,17.74,19.7
12/9/2010,17.25,19.06
12/10/2010,17.61,18.77
12/13/2010,17.55,18.26
12/14/2010,17.61,18.4
12/15/2010,17.94,18.86
12/16/2010,17.39,18.25
12/17/2010,16.11,17.31
12/20/2010,16.41,17.18
12/21/2010,16.49,16.83
12/22/2010,15.45,16.57
12/23/2010,16.47,17.43
12/27/2010,17.67,18.94
12/28/2010,17.52,18.89
12/29/2010,17.28,18.27
12/30/2010,17.52,18.66
12/31/2010,17.75,19.48
1/3/2011,17.61,19.07
1/4/2011,17.38,18.9
1/5/2011,17.02,18.35
1/6/2011,17.4,18.41
1/7/2011,17.14,18.72
1/10/2011,17.54,18.67
1/11/2011,16.89,18.07
1/12/2011,16.24,17.42
1/13/2011,16.39,17.45
1/14/2011,15.46,16.49
1/18/2011,15.87,16.42
1/19/2011,17.31,18.43
1/20/2011,17.99,19.63
1/21/2011,18.47,20.17
1/24/2011,17.65,18.83
1/25/2011,17.59,18.84
1/26/2011,16.64,17.93
1/27/2011,16.15,17.83
1/28/2011,20.04,21.66
1/31/2011,19.53,21.79
2/1/2011,17.63,19.96
2/2/2011,17.3,19.84
2/3/2011,16.69,19.09
2/4/2011,15.93,17.91
2/7/2011,16.28,18.22
2/8/2011,15.81,17.68
2/9/2011,15.87,17.72
2/10/2011,16.09,17.91
2/11/2011,15.69,17.18
2/14/2011,15.95,17.46
2/15/2011,16.37,17.98
2/16/2011,16.72,18.23
2/17/2011,16.59,18.22
2/18/2011,16.43,17.9
2/22/2011,20.8,23.39
2/23/2011,22.13,24.37
2/24/2011,21.32,23.67
2/25/2011,19.22,20.64
2/28/2011,18.35,20.55
3/1/2011,21.01,22.82
3/2/2011,20.7,22.74
3/3/2011,18.6,20.1
3/4/2011,19.06,20.47
3/7/2011,20.66,23.22
3/8/2011,19.82,22.74
3/9/2011,20.22,23.43
3/10/2011,21.88,24.27
3/11/2011,20.08,22.49
3/14/2011,21.13,23.1
3/15/2011,24.32,26.79
3/16/2011,29.4,30.7
3/17/2011,26.37,28.41
3/18/2011,24.44,26.6
3/21/2011,20.61,23.82
3/22/2011,20.21,22.35
3/23/2011,19.17,21.96
3/24/2011,18,20.59
3/25/2011,17.91,20.78
3/28/2011,19.44,22.23
3/29/2011,18.16,21.34
3/30/2011,17.71,20.38
3/31/2011,17.74,19.74
4/1/2011,17.4,19.41
4/4/2011,17.5,20.05
4/5/2011,17.25,19.46
4/6/2011,16.9,19.32
4/7/2011,17.11,19.34
4/8/2011,17.87,19.76
4/11/2011,16.59,19.09
4/12/2011,17.09,19.39
4/13/2011,16.92,18.5
4/14/2011,16.27,17.7
4/15/2011,15.32,17.48
4/18/2011,16.96,18.47
4/19/2011,15.83,16.23
4/20/2011,15.07,16.49
4/21/2011,14.69,15.85
4/25/2011,15.77,17.22
4/26/2011,15.62,17.78
4/27/2011,15.35,17.03
4/28/2011,14.62,16.2
4/29/2011,14.75,16.54
5/2/2011,15.99,18.13
5/3/2011,16.7,18.62
5/4/2011,17.08,18.59
5/5/2011,18.2,19.12
5/6/2011,18.4,19.26
5/9/2011,17.16,18.38
5/10/2011,15.91,17.1
5/11/2011,16.95,17.41
5/12/2011,16.03,16.99
5/13/2011,17.07,18.4
5/16/2011,18.24,19.5
5/17/2011,17.55,19.12
5/18/2011,16.23,17.65
5/19/2011,15.52,17.06
5/20/2011,17.43,18.16
5/23/2011,18.27,19.21
5/24/2011,17.82,19.4
5/25/2011,17.07,18.16
5/26/2011,16.09,17.26
5/27/2011,15.98,16.87
5/31/2011,15.45,16.44
6/1/2011,18.3,19.24
